answers,resps,success
D,D.,True
A,A.,True
D,"D,",True
C,C.,True
A,A.,True
D,B.,True
B,C.,True
C,D.,True
A,"A,",True
B,"B,",True
D,D.,True
D,"B,",True
A,A.,True
B,"B,",True
D,D.,True
B,B.,True
D,"D,",True
A,A.,True
C,C.,True
B,B.,True
D,B.,True
A,"A,",True
D,D.,True
D,A.,True
C,C.,True
D,D.,True
A,B.,True
B,B.,True
C,B.,True
B,"B,",True
B,B.,True
B,C.,True
D,"D,",True
C,A.,True
A,"A,",True
B,A.,True
C,"C,",True
C,"D,",True
C,C.,True
B,B.,True
D,D.,True
C,"D,",True
B,"B,",True
C,A.,True
B,B.,True
C,"C,",True
C,"C,",True
C,B.,True
A,"D,",True
C,B.,True
C,"D,",True
A,A.,True
C,"C,",True
B,B.,True
C,"C,",True
C,"C,",True
B,B.,True
C,D.,True
A,"A,",True
A,A.,True
D,D.,True
D,B.,True
C,C.,True
C,C.,True
B,B.,True
B,B.,True
A,"D,",True
B,"B,",True
B,B.,True
C,B.,True
C,C.,True
B,B.,True
C,B.,True
B,B.,True
C,C.,True
C,C.,True
D,D.,True
D,D.,True
C,C.,True
A,"A,",True
A,A.,True
D,D.,True
D,D.,True
A,"C,",True
C,C.,True
C,C.,True
C,C.,True
D,D.,True
B,B.,True
C,C.,True
C,C.,True
B,B.,True
D,"D,",True
A,"A,",True
D,"D,",True
D,"D,",True
D,C.,True
B,B.,True
D,B.,True
B,C.,True
A,B.,True
A,A.,True
A,D.,True
C,"C,",True
B,B.,True
B,A.,True
A,D.,True
D,"A,",True
D,"D,",True
A,D.,True
B,"A,",True
B,B.,True
A,"C,",True
B,"D,",True
D,C.,True
C,B.,True
B,B.,True
B,"D,",True
B,"D,",True
C,C.,True
C,C.,True
D,A.,True
B,B.,True
C,C.,True
A,C.,True
B,"B,",True
A,A.,True
A,A.,True
C,C.,True
A,C.,True
D,D.,True
C,C.,True
B,"B,",True
D,A.,True
D,"B,",True
B,"D,",True
C,B.,True
C,"C,",True
C,C.,True
B,B.,True
C,C.,True
D,"D,",True
C,C.,True
A,C.,True
B,B.,True
B,C.,True
B,C.,True
C,C.,True
A,"A,",True
B,B.,True
C,D.,True
B,"B,",True
D,D.,True
B,B.,True
A,A.,True
C,A.,True
B,D.,True
C,"C,",True
C,"D,",True
C,C.,True
A,A.,True
B,B.,True
B,D.,True
D,"D,",True
D,"D,",True
D,"C,",True
A,A.,True
D,D.,True
C,C.,True
B,"B,",True
D,B.,True
D,"D,",True
C,"D,",True
D,D.,True
D,B.,True
B,B.,True
C,"A,",True
C,C.,True
C,"C,",True
A,A.,True
D,"D,",True
D,"D,",True
B,"B,",True
